lat,lon,precipitation
5.449999809265137,97.1500015258789,1
5.449999809265137,97.25,1
5.449999809265137,97.3499984741211,1
5.449999809265137,97.44999694824219,1
5.449999809265137,97.55000305175781,1
5.449999809265137,97.6500015258789,2
5.449999809265137,97.75,2
5.449999809265137,97.8499984741211,1
5.449999809265137,97.94999694824219,1
5.449999809265137,98.05000305175781,1
5.449999809265137,98.1500015258789,1
5.449999809265137,98.25,0
5.449999809265137,98.3499984741211,1
5.449999809265137,98.44999694824219,0
5.449999809265137,98.55000305175781,3
5.449999809265137,98.6500015258789,3
5.449999809265137,98.75,3
5.449999809265137,98.8499984741211,1
5.449999809265137,98.94999694824219,3
5.449999809265137,99.05000305175781,4
5.449999809265137,99.1500015258789,4
5.449999809265137,99.25,1
5.449999809265137,99.3499984741211,1
5.449999809265137,99.44999694824219,1
5.449999809265137,99.55000305175781,1
5.449999809265137,99.6500015258789,1
5.449999809265137,99.75,2
5.449999809265137,99.8499984741211,4
5.449999809265137,99.94999694824219,5
5.449999809265137,100.05000305175781,3
5.449999809265137,100.1500015258789,3
5.449999809265137,100.25,7
5.449999809265137,100.3499984741211,7
5.449999809265137,100.44999694824219,1
5.449999809265137,100.55000305175781,0
5.449999809265137,100.6500015258789,0
5.449999809265137,100.75,0
5.449999809265137,100.8499984741211,0
5.449999809265137,100.94999694824219,0
5.449999809265137,101.05000305175781,0
5.449999809265137,101.1500015258789,0
5.449999809265137,101.25,0
5.449999809265137,101.3499984741211,0
5.449999809265137,101.44999694824219,0
5.449999809265137,101.55000305175781,0
5.449999809265137,101.6500015258789,0
5.449999809265137,101.75,0
5.449999809265137,101.8499984741211,0
5.449999809265137,101.94999694824219,0
5.449999809265137,102.05000305175781,0
5.449999809265137,102.1500015258789,0
5.449999809265137,102.25,0
5.449999809265137,102.3499984741211,0
5.449999809265137,102.44999694824219,0
5.449999809265137,102.55000305175781,0
5.449999809265137,102.6500015258789,0
5.449999809265137,102.75,0
5.449999809265137,102.8499984741211,2
5.449999809265137,102.94999694824219,4
5.449999809265137,103.05000305175781,6
5.449999809265137,103.1500015258789,5
5.449999809265137,103.25,8
5.449999809265137,103.3499984741211,8
5.449999809265137,103.44999694824219,6
5.449999809265137,103.55000305175781,4
5.449999809265137,103.6500015258789,1
5.449999809265137,103.75,0
5.449999809265137,103.8499984741211,0
5.449999809265137,103.94999694824219,1
5.449999809265137,104.05000305175781,2
5.449999809265137,104.1500015258789,2
5.449999809265137,104.25,1
5.449999809265137,104.3499984741211,0
5.449999809265137,104.44999694824219,0
5.449999809265137,104.55000305175781,0
5.449999809265137,104.6500015258789,0
5.449999809265137,104.75,1
5.449999809265137,104.8499984741211,1
5.449999809265137,104.94999694824219,2
5.449999809265137,105.05000305175781,1
5.449999809265137,105.1500015258789,1
5.449999809265137,105.25,2
5.449999809265137,105.3499984741211,2
5.449999809265137,105.44999694824219,3
5.449999809265137,105.55000305175781,4
5.449999809265137,105.6500015258789,4
5.449999809265137,105.75,3
5.449999809265137,105.8499984741211,7
5.449999809265137,105.94999694824219,18
5.550000190734863,97.1500015258789,1
5.550000190734863,97.25,1
5.550000190734863,97.3499984741211,1
5.550000190734863,97.44999694824219,2
5.550000190734863,97.55000305175781,1
5.550000190734863,97.6500015258789,1
5.550000190734863,97.75,10
5.550000190734863,97.8499984741211,0
5.550000190734863,97.94999694824219,0
5.550000190734863,98.05000305175781,3
5.550000190734863,98.1500015258789,0
5.550000190734863,98.25,0
5.550000190734863,98.3499984741211,0
5.550000190734863,98.44999694824219,0
5.550000190734863,98.55000305175781,0
5.550000190734863,98.6500015258789,0
5.550000190734863,98.75,0
5.550000190734863,98.8499984741211,2
5.550000190734863,98.94999694824219,4
5.550000190734863,99.05000305175781,4
5.550000190734863,99.1500015258789,3
5.550000190734863,99.25,1
5.550000190734863,99.3499984741211,1
5.550000190734863,99.44999694824219,1
5.550000190734863,99.55000305175781,1
5.550000190734863,99.6500015258789,1
5.550000190734863,99.75,1
5.550000190734863,99.8499984741211,3
5.550000190734863,99.94999694824219,4
5.550000190734863,100.05000305175781,6
5.550000190734863,100.1500015258789,6
5.550000190734863,100.25,6
5.550000190734863,100.3499984741211,4
5.550000190734863,100.44999694824219,1
5.550000190734863,100.55000305175781,0
5.550000190734863,100.6500015258789,0
5.550000190734863,100.75,0
5.550000190734863,100.8499984741211,0
5.550000190734863,100.94999694824219,0
5.550000190734863,101.05000305175781,0
5.550000190734863,101.1500015258789,0
5.550000190734863,101.25,0
5.550000190734863,101.3499984741211,0
5.550000190734863,101.44999694824219,0
5.550000190734863,101.55000305175781,0
5.550000190734863,101.6500015258789,0
5.550000190734863,101.75,0
5.550000190734863,101.8499984741211,0
5.550000190734863,101.94999694824219,0
5.550000190734863,102.05000305175781,0
5.550000190734863,102.1500015258789,0
5.550000190734863,102.25,0
5.550000190734863,102.3499984741211,0
5.550000190734863,102.44999694824219,0
5.550000190734863,102.55000305175781,0
5.550000190734863,102.6500015258789,0
5.550000190734863,102.75,0
5.550000190734863,102.8499984741211,2
5.550000190734863,102.94999694824219,5
5.550000190734863,103.05000305175781,3
5.550000190734863,103.1500015258789,6
5.550000190734863,103.25,7
5.550000190734863,103.3499984741211,4
5.550000190734863,103.44999694824219,2
5.550000190734863,103.55000305175781,3
5.550000190734863,103.6500015258789,0
5.550000190734863,103.75,0
5.550000190734863,103.8499984741211,1
5.550000190734863,103.94999694824219,2
5.550000190734863,104.05000305175781,2
5.550000190734863,104.1500015258789,2
5.550000190734863,104.25,1
5.550000190734863,104.3499984741211,1
5.550000190734863,104.44999694824219,0
5.550000190734863,104.55000305175781,0
5.550000190734863,104.6500015258789,0
5.550000190734863,104.75,1
5.550000190734863,104.8499984741211,0
5.550000190734863,104.94999694824219,1
5.550000190734863,105.05000305175781,0
5.550000190734863,105.1500015258789,0
5.550000190734863,105.25,1
5.550000190734863,105.3499984741211,1
5.550000190734863,105.44999694824219,1
5.550000190734863,105.55000305175781,2
5.550000190734863,105.6500015258789,2
5.550000190734863,105.75,3
5.550000190734863,105.8499984741211,8
5.550000190734863,105.94999694824219,16
5.650000095367432,97.1500015258789,1
5.650000095367432,97.25,6
5.650000095367432,97.3499984741211,12
5.650000095367432,97.44999694824219,28
5.650000095367432,97.55000305175781,26
5.650000095367432,97.6500015258789,45
5.650000095367432,97.75,44
5.650000095367432,97.8499984741211,10
5.650000095367432,97.94999694824219,3
5.650000095367432,98.05000305175781,9
5.650000095367432,98.1500015258789,1
5.650000095367432,98.25,0
5.650000095367432,98.3499984741211,0
5.650000095367432,98.44999694824219,0
5.650000095367432,98.55000305175781,0
5.650000095367432,98.6500015258789,1
5.650000095367432,98.75,1
5.650000095367432,98.8499984741211,2
5.650000095367432,98.94999694824219,2
5.650000095367432,99.05000305175781,2
5.650000095367432,99.1500015258789,2
5.650000095367432,99.25,2
5.650000095367432,99.3499984741211,2
5.650000095367432,99.44999694824219,2
5.650000095367432,99.55000305175781,2
5.650000095367432,99.6500015258789,2
5.650000095367432,99.75,1
5.650000095367432,99.8499984741211,3
5.650000095367432,99.94999694824219,4
5.650000095367432,100.05000305175781,5
5.650000095367432,100.1500015258789,4
5.650000095367432,100.25,2
5.650000095367432,100.3499984741211,1
5.650000095367432,100.44999694824219,0
5.650000095367432,100.55000305175781,0
5.650000095367432,100.6500015258789,0
5.650000095367432,100.75,0
5.650000095367432,100.8499984741211,0
5.650000095367432,100.94999694824219,0
5.650000095367432,101.05000305175781,0
5.650000095367432,101.1500015258789,0
5.650000095367432,101.25,0
5.650000095367432,101.3499984741211,0
5.650000095367432,101.44999694824219,0
5.650000095367432,101.55000305175781,0
5.650000095367432,101.6500015258789,0
5.650000095367432,101.75,0
5.650000095367432,101.8499984741211,0
5.650000095367432,101.94999694824219,0
5.650000095367432,102.05000305175781,0
5.650000095367432,102.1500015258789,0
5.650000095367432,102.25,0
